ID,reviewer,content,date_time,rate
10373,Steven Giang,Đến bước xác thực Digital OTP thì k đc nữa. K thể liên hệ cskh,16-11-21 19:58,1
10374,cường trinh,Khá ổn.,30-09-21 19:23,5
10375,Trần Quyết Thắng 8a1,Vô không được mà còn bị văng,12-11-21 21:17,1
10376,chien phamthanh,Ok,03-10-21 11:28,5
10377,Vi Thủy,"Ứng dụng hữu ích, tiện lợi",05-03-21 11:57,5
10378,Đạt Vũ Tiến,"Ngân hàng chậm,giao dịch ko đc. Quá mức tưởng tượng. Chắc ko xài ngân hàng này nữa",18-07-21 7:28,1
10379,Công Nguyễn,"Mới vô chưa dùng cho 3 sao trước , khi mô vô dùng ổn định rồi xếp hạng lại",15-07-21 4:30,3
10380,01 Nguyễn Hùng Anh,Ok ạ,03-12-21 22:44,5
10381,Khanh Bui,App ngày càng tệ,27-05-21 17:27,2
10382,Cuongqata,"App tuyệt, nhiều chức năng mở không phải tới ngân hàng",09-06-21 14:14,5
10383,Kiều Đặng Xuân,Load hơi chậm,08-06-21 17:01,4
10384,Thành Huỳnh,"Quá tiện lợi, nhanh chóng, bảo mật.",30-10-21 11:30,5
10385,Thinh Điêu,Tot,25-10-21 21:56,5
10386,Vodoi Fc,Tuyệt vời♥️♥️♥️♥️,10-08-21 4:41,5
10387,Tuan Bao,App dùng quá chán. Đăng nhập ko được. Gỡ đi tải lại càng ko đăng nhập được,05-07-21 21:59,1
10388,Út Tí Cậu,Ok,20-07-21 1:30,5
10389,Huu Hoa Nguyen,Nhiều tiện ích,02-03-21 10:58,5
10390,vy Nguyen,Nhận quà không được vậy,30-11-21 18:02,5
10391,Anh Thái Lê,Free chuyển khoản ngoài MB bank rất hài lòng,10-12-21 16:57,1
10392,Thanh Nguyễn,Rất tot,08-02-21 12:33,5
10393,Bảo Khang,Ok,14-07-21 19:51,5
10394,Luong Ly,Rất là hay,02-12-21 9:15,5
10395,Quang Lâm Nguyễn,Rất tốt. Xử lý rất nhanh,24-11-21 6:42,5
10396,Nam Bui,Mãi mà k đc k cài đc mã ott bệnh dịch mà kêu muốn cài Thi ra ngân hàng,09-07-21 14:53,1
10397,Hiếu Trần văn,Quên mật khẩu lấy lại cung ko dc bực ghê,19-07-21 23:26,1
10398,Dương Hương,Mb dịch vụ khách hàng rất tốt,14-10-21 7:36,5
10399,Phuong Nhi Vanessa,muốn vào chuyển tiền mà cứ quay tít rồi báo lỗi k tài nào vào được,16-11-21 10:42,1
10400,Kiệt 12c2 Hồ châu,Quá lỗi tôi đăng nhập hay bị khoá tk trong khi mk đúng mong nhà phát hành xem lại 😠😠,17-04-21 10:45,2
10401,Thắng Lê,"Rất tốt, rất hài lòng.",06-06-21 15:06,5
10402,Vũ Thị Ngọc Phương,Mới tải về thôi mà chạy quay vòng vòng hoài vẫn chưa vô đc giao diện chính ấy. Thử từ tối qua đến giờ vẫn vây,15-07-21 17:42,2
10403,nhu quynh nguyen,Vào cứ bị thoát ra,02-11-21 23:37,1
10404,Văn Đỗ Thế,Ok,24-03-21 22:54,5
10405,LY LÊ HỮU,"Thi thoảng lag. Cần cải tiến. Free số đẹp, ck",27-04-21 19:22,4
10406,Chiến Phạm Quang,Làm ăn chán quá vào rồi đăng kí mk đúng như thế mà cứ kêu là sai mk,11-11-21 13:41,1
10407,QUANG ĐẶNG,Tệ luôn á,01-12-21 19:17,1
10408,Tân Phạm,Ngân hàng công nghệ tệ nhất t từng thấy 🙃 tệ từ cái OTP,06-07-21 14:10,1
10409,TuNguyen hcm,App chạy quá chậm. Các bạn xem và xài thử nhé. Chậm,24-06-21 16:36,3
10410,ND Remix,Chụp cccd không nhận là sao ? Quá tồi,12-11-21 15:31,1
10411,hằng lê,Đăng nhập cứ kêu lỗi . Sao không thay tên đăng nhập là số điện thoại nhỉ,26-03-21 13:02,3
10412,Thắng Phàn,Lỗi giao dịch... Cập nhật mới xong không tài nào dùng được.,16-11-21 21:05,1
10413,Duythanh Ngo,"Ứng dụng tốt, trải nghiệm dễ dàng, chuyển tiền nhanh chóng",09-06-21 20:07,5
10414,Cường Lương Mạnh,"App thường xuyên không thể đăng nhập, tình trạng treo ở màn hình intro rất thường xuyên. Mặc dù thiết bị vẫn có kết nối internet và sử dụng mobile app bank khác bình thường. Bank k có cánh khắc phục băng thông sao?",11-08-21 10:26,1
10415,Thanh Phạm,Lỗi cả 1 ngày giờ vẫn khắc phục chưa xg nhỡ hết việc của khách hàng,16-11-21 22:06,1
10416,Tuấn,Ứng dụng này ko tương thích với thiết bị đã root và phần mềm độc hại???,22-11-21 9:16,1
10417,Giang Phạm,Ok,23-04-21 14:33,5
10418,Linh Đăng Hoài,Ứng dụng quá kém.,23-03-21 23:11,1
10419,Hùng Lê,Rat tuyet voi,15-03-21 10:56,5
10420,Su Su,Ok,26-03-21 16:05,5
10421,Hữu Đức TV,Em thấy ứng dụng rất hay nên em cho 5 sao,12-06-21 18:46,5
10422,Văn Nguyễn,Chụp ảnh đk cứ bảo lỗi,24-10-21 14:35,1
10423,Conentoioi Dao,Dùng ok. Tiện lợi nhanh,01-07-21 9:24,5
10424,Ai ly Tu,Ok,30-08-21 20:06,5
10425,Hieu Van,Ok,06-06-21 22:27,5
10426,trần quyết,Mở mãi còn không vào được app. App bank kém nhất !,22-07-21 11:30,1
10427,Lân Ngô,Ứng dụng này hay quá,02-11-21 18:20,5
10428,Lê Hiệp,"Chán đời đội dev nhà ông mb này quá, quá là tệ hại luôn, lỗi suốt ngày luôn bao lần bị rồi mà ko rút đc kinh nghiệm. Tệ rất tệ.",16-11-21 17:13,1
10429,Gg G,Nghe cuộc gọi của khách hàng ????,26-11-21 8:17,1
10430,Phongnha Phan,"Ko đký đc tk, áp bắt phải cho nó truy cập và qlý cuộc gọi,danh bạ và đt, nếu như ko cho nó truy cập thì ko vào đc, khi cho nó qlý r thì nó lại báo là tk đã đký cái mẹ j đó, nó ko cho đký nữa, trong khi đó sđt chưa đký nh MBBank, và cũng chưa vay vốn hay nợ nh 1đồng nào mà ko đký đc😡😡😡😡",08-10-21 12:54,1
10431,Thiên thanh Nguyen,Tốt,04-03-21 2:00,5
10432,Lanh Minh,Hơi lag,19-10-21 21:06,4
10433,hiền thu,Quá tệ. Từ sáng giờ vào app để chuyển tiền mãi mà k đk. Gọi lên tổng đài 5 lần vẫn k gặp đk NV. Ngân hàng dùng ngày càng chán. T khuyên những ai cpi dùng ngân hàng này thì nên suy nghĩ lại,16-11-21 13:25,1
10434,ZERO MR,Không cách nào sử dụng được tiềnvaf cứ bắt đăng ký digital otp nhưng không cho đăng ký chán thật sự 😑,23-04-21 22:28,1
10435,Thanh Ngọc Phạm,"Đợi gửi mã otp về điện thoại mãi không thấy đâu dù đã thử thoát ra vào lại, đợi 3, 4 lần rồi.",02-06-21 18:59,1
10436,Xuân Tuấn Trần,Sao không hỗ trợ cccd gắn chip ? Đã hỗ trợ chưa ad nhỉ,04-06-21 22:47,2
10437,Xin Deago,"App giật lag, còn ko tương thích với 1 số dòng máy. Mở ra cái chương trình giới thiệu cũng vô dụng.",04-06-21 14:40,1
10438,Bá huỳnh Đặng,Rút tiền ko dc mà trừ tiền. Gọi tổng đài thì hẹn tới hẹn lui. Tiền gọi cho tổng đài quá cha roi. Làm ăn chán quá,07-12-21 11:10,1
10439,Phùng Long,Mới cập nhật hôm nay mà vào mục tiện ích mà trắng xoá k biết lỗi máy hay do app,18-03-21 19:20,1
10440,Củ Cải Cover,Không xoá được vĩnh viễn tài khoản,10-08-21 18:28,1
10441,36_Lưu Quang Trưởng,Giới thiệu 3 lần k thấy được thưởng Ad xem lại,03-11-21 13:50,1
10442,Ngoc dung Huynh thi,Không có mật khẩu bạn ơi.,19-09-21 5:53,1
10443,huu nguyen,đang dùng Agribank chuyển sang MB thấy ứng dụng MB hay lỗi truy cập ứng dụng quá.,16-11-21 14:44,1
10444,Ha Trang,Sao mình vào bị trắng vậy k hiện gì cả,30-03-21 8:42,1
10445,Hoat Duc,Ok dùng đ,25-09-21 10:32,5
10446,Son Lộ thi,Tốt,17-10-21 22:21,5
10447,Khánh Duy,Tuyệt . Ngon nhất trong những ngân hàng từng dùng cho tới thời điểm hiện tại!,24-03-21 7:05,5
10448,Huyền Nguyễn,Ok,02-05-21 11:18,3
10449,MINH ĐỨC NGUYỄN,Tốt,07-10-21 16:40,5
10450,tung tran,"Ko hiểu sao càng ngày load càng chậm, đăng nhập còn không nổi nói gì đến dùng",04-03-21 13:57,1
10451,Hoan Dang,Tuyệt vời,18-07-21 7:38,5
10452,phê võ,Ok,19-10-21 21:29,5
10453,Thành Đạt,Ứng dụng bố láo. Đòi quyền truy cập cả vào ảnh và đa phương tiện của mình .,02-04-21 20:44,1
10454,Hoaa,App như cc. Cứ mỗi lần đến chỗ nhận diện khuân mặt đều bị thoát về. K đăng kí đc.,22-06-21 17:11,1
10455,Hà Tube,Ứng dụng ngu vãi. Nhận diện giọng đọc 4 5 lần ko xong. Xoá đi cho bớt rác trên chplay,22-02-21 11:22,1
10456,Thảo Nguyễn,"Sao cứ lỗi v ạ Ko chuyển được tiền , bực mình",16-11-21 19:49,1
10457,duy cao,yest,09-09-21 0:09,5
10458,Cuộc Sống An Nhiên,Ok,16-11-21 19:24,5
10459,huy nko,Wwa te.2tr trong tk.h dang ky otp k dc cung nhu khong.,17-07-21 21:15,1
10460,Toan Ly,Tệ hơn cả tệ,25-02-21 15:08,1
10461,Hoà Nhật,Tìm số tài khoản 13 chữ số ko thấy là s,19-07-21 3:34,2
10462,Long Đức Thịnh,Đăng ký xong đăng nhập không được vip,13-03-21 23:44,1
10463,m Mr.,Thằng óc chó nào tạo gia cái áp này Nghèo nàn và ngu lol,16-07-21 11:03,1
10464,Lan Leo,Good,27-08-21 22:36,5
10465,Tốc chiến,Đăng kí k đc,08-12-21 15:42,1
10466,Thu Ba Đinh,"Đăng ký ko được ,quay video đăng ký ,kiểm tra sinh trắc học báo ko trùng khớp . Hình chụp cccd với mà đòi khớp hoàn toàn thì bye 👋mập mặt nọng tí thôi mà",30-03-21 18:14,1
10467,Giáp Nguyễn,"App như bìu vậy giới thiệu rồi nhưng mà sao lại không thấy tiền đc gửi về, yêu cầu cần phải nâng cấp app chứ không như này mất thời gian đăng kí lắm",24-11-21 19:55,1
10468,Duc La,Đẳng cấp là mãi mãi,02-10-21 11:57,5
10469,Đ Q Hà,"Chương trình giới thiệu bạn bè nhận tiền triệu của mb bank quá lỗi, tôi có giới thiệu báo thành công rất nhiều người nhưng khi vào xem thì kh hề cộng tiền, khác gì lừa?",04-09-21 7:18,2
10470,Dieu Tran Thi,Cai app j ma ki z dat mat khau dug cug k do dc z lam app lm j z,03-11-21 10:02,1
10471,thu van,Cap nhat ko bao khach hang rat kho chiu,16-11-21 14:41,5
10472,Tan Thu Tran,Ap bị gì v,16-11-21 15:04,1
10473,data nguyenvan,"Rất tệ,báo lỗi liên tục",15-07-21 11:21,2
10474,Duc Le,Ok,01-10-21 20:46,5
10475,Hoàng Phú,An toàn tiên lợi sử dụng dễ dàng,19-08-21 11:10,5
10476,Kẹo Gaming,Coi số thẻ ở đâu mn,21-09-21 10:44,1
10477,Hoàng Anh Official,App cc lỗi ko là lỗi cc,20-06-21 3:45,1
10478,An Le,"App quá tệ, cần chuyển tiền gấp mà lỗi hoài.",08-08-21 10:17,1
10479,FAN FAN,không nhận được 30k,10-09-21 14:31,1
10480,Meo Peter,Good,18-04-21 14:07,5
10481,Ut Tran,"Ứng dụng ngân hàng tệ nhất từng dùng. Trước tiên là màu quá tối, nhìn khá khó chịu. Tốc độ load cực kì chậm. Ứng dụng như thời kỳ đồ đá vậy, mất 95s * 2 rồi mà vẫn không hoàn thành được 1 giao dịch. Tệ hơn chữ tệ nữa",18-05-21 16:55,1
10482,Dũng Nguyễn Văn,Ứng dụng cực chậm Thế này có mà chết,01-08-21 8:48,1
10483,06.Dương Quân Bảo,Cho 1 sao chụp hơn chục cái ảnh nét căng vẫn không được,20-08-21 22:07,1
10484,Đặng Văn Tâm,Ứng dụng khó dùng. Khá loạn. K dùng voucher được,01-07-21 15:56,2
10485,cuong leviet,Tốt,14-04-21 12:33,1
10486,Nhung Huỳnh,Đăng nhập đơn giản có thể kiếm tiền được.Mọi người ai đăng nhập tới bước 4 không đc là do mật khẩu thiếu kí hiệ đặt biết á nha không phải lỗi đâu ạ. Mọi người thêm chứ @ trong mật khẩu nữa là đăng nhập được nha,02-12-21 15:42,5
10487,Anh Trần lan,Quay mỗi c Vd mà lỗi lên lỗi Xg bực cả mjk,02-08-21 12:33,1
10488,Dung Nguyen,Tôi giới thiệu cho 2 người nhưng sao không nhận được tiền thưởng,19-10-21 6:38,3
10489,Hung Phi,Đăng ký cố tình làm khó .. ảnh chụp rõ nét cứ bắt chụp lại... Không đáng,26-07-21 20:05,1
10490,Trâm Ngọc,Rủ người nhà nhưngg bị chửi là lừa đảo,05-07-21 10:25,4
10491,Mão Nguyễn Tất,App đểu đăng kí ko được . Thua xa các ngân hàng khác quay video sáng đọc rõ ràng cungz lỗi,23-05-21 21:15,1
10492,Lành Đặng,Ok,27-09-21 21:59,5
10493,thảo bùi,Sđt mik ch đăng ký mà bây h đăng ký lại không đk đc,27-08-21 20:21,1
10494,Nguyên Đức,Đăng kí thì báo lỗi cmnd không tồn tại,31-03-21 0:38,1
10495,khang trần,tôi không vào được không biết tại sao mong nhà phát hành sửa lại,06-06-21 16:24,1
10496,Nguyễn Tài,Như lol,26-03-21 20:02,1
10497,Kim Trưng Bến Tre. vlog,Tốt,16-11-21 14:42,5
10498,Trực Vũ,"Tệ, lag, cả app lẫn website không vào đc khi cần chuyển tiền",02-08-21 15:27,1
10499,Hoàng Dương,Ok,16-08-21 16:32,5
10500,Hoàng Nguyễn,Rất kém khoản nhận diện khuôn mặt khi đăng ký rất thất vọng và tốn thời gian,08-12-21 22:44,1
10501,giang đỗ,"Sao vào app cứ quay quay hoài mà không vào được vậy, đã cập nhật rồi, đề nghị bộ phận IT kiểm tra lại",04-08-21 12:28,1
10502,mui dinh,Tam on,18-04-21 9:41,3
10503,Hoa Đinh thị,Tuyệt vời,27-11-21 11:50,5
10504,linh Hoang,"App rất lỗi ,0 biết làm ăn như nào nhưng đến bước 4 là 0 thể tiếp tục.Làm đi làm lại thì lại bắt lỗi ở bước quay vd",30-11-21 14:47,1
10505,Nguyễn Thành Lộc,"Giới hạn chuyển tiền tối đa 1đ, nản vcl Chuyển tiền là lỗi",20-03-21 15:51,1
10506,Minh Binh,Chụp hình nét căng quay video các kiểu ok mà không thể đăng ký đc,14-09-21 8:20,1
10507,Neko Nhat,Cập nhật mẹ j lại không đăng nhập vài được. Xoay vòng tròn. Ức chế,10-04-21 9:57,2
10508,Như Ngọc,"lỗi nhiều quá, hết dịch đki vietcombank cho lành",06-10-21 18:38,1
10509,aron loc,"App thông báo sửa lỗi thành công nhưng vẫn ko vào dc, đăng nhập bằng vân tay nhưng app lại báo là cập nhật phiên bản mới, vào app store thì chả có cái cập nhật nào. Thất vọng",16-11-21 15:22,1
10510,LÊ MINH THUẬN,Ứng dụng quá nặng Note 10 plus mà chạy muốn hk nổi Quá tệ,04-05-21 12:00,2
10511,dac tho ngo doan,Ap quá chậm khi cập nhật lên phiên bản mới,23-07-21 8:09,1
10512,Trung Nguyen,Phần mềm đơ không mở được ứngdụng,15-11-21 5:47,1
10513,TV Thỏ Ngọc,Rất tốt,12-08-21 15:22,5
10514,Hoa Dao,Chưa thử,27-11-21 12:40,3
10515,Meo Hong,Một ngân hàng lớn mà app quá tệ. Chờ nửa tiếng đồng hồ không vào nổi app. Chán nản luôn,26-04-21 15:16,1
10516,Đình Tám Nguyễn,Tốt,16-09-21 18:34,5
10517,BMC 68news entertainment,Rất tốt 👍👍👍👍👍,16-10-21 11:33,5
10518,Duc Nguyen,Tốt,23-03-21 9:26,5
10519,Vũ đức trung Vũ,Dùng như ...,17-07-21 21:19,1
10520,Âm Thanh Thuận Thành,K vào app đc,27-07-21 10:43,2
10521,Phuc Nguyen,ok,12-07-21 5:33,5
10522,Nguyễn Quân,Lỗi,29-11-21 8:44,1
10523,Hue Le,Nhanh tien loi ok Thankyou,11-11-21 20:48,5
10524,Na mm,cái ngân hàng ngu nhất từ đó tới giờ,03-07-21 13:03,1
10525,Thuận Quốc,"App lỗi thực sự, vô cùng ức chế khi dùng",16-11-21 12:52,1
10526,Đức Trịnh,Muốn chuyển tiền nhưng mãi ko nhận được mã Thử đi thử lại cả chục lần vẫn ko đc,19-10-21 15:01,2
10527,loc ngotien,Cần bổ sung tinha năng xoá list điện thoại khi đăng kí biến động số dư,12-12-21 0:19,5
10528,Đức CMHN,Không đăng ký online được,14-05-21 22:19,1
10529,Hằng Nga Nguyễn Thị,Bảo tải được 500k mà k thấy đâu,02-03-21 11:24,1
10530,badal raut,Ok,08-11-21 2:32,5
10531,leminh ngoc,Ngân hàng xem lại cách làm nhé. Thực hiện chuyển khoản giao dịch lỗi do hệ thống ko thực hiện được phải hoàn cho người gửi chứ. Khiếu nại thì 2-4 ngày mới xử lý mà vẫn đẩy tiền đi mà lúc người ta cần ngay thì đã thực hiện giao dịch khác xong rồi bây giờ ai đòi về cho tôi? Thực hiện xong không có thông báo gì Mất 1 triệu đồng của tôi giờ ai đòi lại cho tôi.làm ăn quá kém,19-11-21 20:14,1
10532,Thu Kì,Ngân hàng quá tệ,22-06-21 13:10,1
10533,Việt Khoa Nguyễn,"Ngân hàng kiểu gì mà liên hệ tổng đài không ai trả lời vậy,chán",12-10-21 9:50,1
10534,DaiQuang Truong,Tốt,27-11-21 22:09,5
10535,Quang Huỳnh Đinh,OK luôn,22-04-21 2:29,5
10536,ĐẠT CHÂU,Quá tệ,02-11-21 7:58,1
10537,Hải Anh Bùi,Nâng cấp hệ thống quá chậm. Từ ngày 14-16/11 k xử lý xong. Làm ảnh hưởng đến giao dịch ck. Quá chán. Và đây k phải lần đầu tiên Mb app bị lỗi như này,16-11-21 14:55,1
10538,Minh Trinh,Ok,29-07-21 21:53,5
10539,YYDuDu,Lừa đảo người dùng,01-06-21 16:07,1
10540,Trúc Ly Hồ Thị,Ứng dụng mở lên chậm. Bắt cập nhập lại hoài. Giờ cập nhập lại ko vào được. Bực ghê,18-07-21 8:07,2
10541,Thủy Thủy,Đăng kí chụo cái CMND rõ lắm roi mà sao cứ bảo chất lượng hình ảnh ko tốt:)? Chán cho 1 sao,12-11-21 14:30,1
10542,10 Hoàng Ngọc Hiếu B4,Đăng kí cả ngày không được. Ứng dụng hài:(),04-12-21 18:29,1
10543,Cảnh Quốc,Ứng dụng nhận diện khuôn mặt kém Làm đi làm lại 10 lần đăng kí không được,17-03-21 21:21,1
10544,Trung Pham,"Dễ dàng, thuận tiện,nhanh chóng, chính xác tuyệt đối, bảo mật tốt!",05-06-21 9:44,5
10545,Yen Kim,tốt,23-08-21 4:21,5
10546,Mầm Bé,Giới thiệu rất khó chịu,17-11-21 19:21,1
10547,Kim Phượng Nguyễn Thị,App không biết bị lỗi gì mà không liên kết được với các ví online. Không biết tại sao tài khoản online của tui không vô được vậy nó nói không hợp lý hay lỗi. Tui nghe bạn tui nói nên tui mới vô làm tổn thương nhau ghê có tài khoản mà sài không được là sao vậy.,27-09-21 22:59,5
10548,Son ksor,.Ap lua đao. Không rut dược tiền. Trong khi tai khoản gan 2 triều Ưng dung qua tê hai ...Đăng nhâp đung mât khâu ma bao la không hơp lê .Rôi khoa tai khoan MBBank cua tôi luôn. Ưng dung ...Mong bên nha san xuat ưng dung kiem tra lai đê nguoi dung luon tin tuong,10-02-21 8:46,1
10549,Anh Lê,Ứng dụng bị gì á vừa tải mà cứ toàn bắt cập nhật mãi cập nhật xong lại ko vào đc.Quá thất vọng,07-12-21 20:23,1
10550,Trung Cao,Đăng ký mà lâu k có thẻ,01-10-21 12:17,5
10551,Hồng Trần,Tốt,19-09-21 17:44,5
10552,huy nguyen,"Nhận dạng ngu hơn cả FB,FB dùng gần 7 năm rồi nó vẫn nhận dạng được mặt ạ, còn đây cái Cmt với cái mặt cách nhau 2 năm cũng không nhận dạng được, làm cái nhận dạng thì làm tốt lên một chút, làm ăn như hạch.",04-06-21 13:08,1
10553,Dat Tran,App chán quá mình đăng nhập vào bằng oppo mà mấy hôm nay ko thể vào chuyển khoản được 5 hôm rồi mà cũng chưa thấy sửa lỗi gì cả,20-07-21 12:09,2
10554,luvan phuong,Đăng ký đến phần khuôn mặt xong rồi đợi mãi mà không đc Chán,31-10-21 18:41,1
10555,Linh Nguyễn,Thấy ok,22-09-21 9:06,5
10556,NguyễnTrung Hiếu,Vô kiếm vài ba đồng thôi nhưng app đơ liên tục. Nói thẳng ra là app như lồ.n,19-07-21 14:58,1
10557,Viet Đang,Ứng dụng ok ne,25-11-21 19:08,5
10558,nguyễnvăn toàn,Rất tiện và hay,13-04-21 10:39,5
10559,Dương Ánh,Ok,02-12-21 11:55,5
10560,Hùng368ht Nguyễn,"đã tải về + đã cài đặt hơn 3 lần nhưng vẫn không được = có vẻ như MB muốn tôi trực tiếp gặp nhân viên MB ?? ( nếu phức tạp nữa, sẽ gỡ )",06-11-21 7:04,3
10561,Yến Nhi N.,Lần đầu phải đánh 2 sao cho 1 app luôn á. App ngân hàng mà mở gần nửa tiếng vẫn chưa khởi động xong :) Tr ơi lỡ ngta cần chuyển tiền gấp hay check tiền thì s tr :) Chưa từng thấy app ngân hàng nào tệ đến bất ngờ v á,18-07-21 16:44,2
10562,Studio Nguyen Phong,Ok,24-07-21 12:28,5
10563,Bình Nguyễn,Rất tốt rất hài lòng về ứng dụng rất dễ sử dụng,10-09-21 21:32,4
10564,Tuan Hoang,"Quá chậm, giật lag, tự động đóng ứng dụng.... vân vân và mây mây",29-04-21 15:54,1
10565,Cuong Pham,ứng dụng lag thường xuyên.,12-07-21 8:02,3
10566,Hồng Quân Trần,Oke,02-10-21 23:00,5
10567,Suab Hmoob Instrumental,"Vẫn là lỗi digital otp, chán",24-08-21 22:04,1
10568,Hoàng minh Nguyễn,Ứng dụng cứ chuyển dt lại phải đăng ky otp lại???thật sự rất phiền,14-07-21 14:51,1
10569,hung tong,Ok,16-07-21 11:09,5
10570,Tuấn,Ứng dụng đb đến lúc chụp rõ vc ra báo chất lượng mờ cay dell tả,21-09-21 21:05,1
10571,Lien Pham,Không mở tài khoản online được,30-10-21 12:58,1
10572,bính lê,OK,17-09-21 23:57,5
10573,Nhựt Đỗ,Tốt,02-07-21 21:46,5
10574,Khánh Dư Trần,Chưa bao giờ có cái app tệ như app này .,08-09-21 18:18,1
10575,Ánh Dương,Quay video cứ kêu k khớp với giấy tờ tùy thân mà trong khi chứng minh thư chụp từ 4 năm trước giống nào được 😑,16-04-21 0:01,1
10576,Chu Nguyet,Tuyệt vời,05-06-21 6:34,5
10577,HUY hay ho,Khi nào mới khắc phục lỗi digital otp vậy tôi xóa ứng dụng khi tải lại đăng nhập vào không thể giao dịch được luôn cứ bắt xác minh ở điện thoại khác mà tôi chỉ dùng một điện thoại và đăng nhập 1 tài khoản trên điện thoại này thôi ứng dụng nhu lol nhà phát triển lãm ứng dụng ra không test trước là sao Đăng lên như thế này nhiều lỗi như thế này không biết à ông nhà phát triển ứng dụng tự tải ứng dụng xuống sử dụng xem có ức chế không dùng mà muốn đập điện thoại á có tiền mà không sử dụng được dẹp,24-08-21 16:41,1
10578,Triệu Hoàng,Ck! Không tốn tiền! Rất nhanh!,27-06-21 1:31,5
10579,Huong Nguyen,Ứng dụng quá tệ. Mất tài khoản k có cách nào lấy lại đk,13-05-21 20:05,1
10580,Nguyễn Cẩm Vy,Qua tuyệt,20-05-21 11:01,5
10581,Phạm Thanh Lam,mắc cái gì đ đăng kí được v:),11-12-21 16:54,3
10582,Lan Nguyễn Thị,Load mãi k vào nổi,24-09-21 10:11,1
10583,Phương Trần,Ứng dụng mỗi lần thao tác load rất chậm. Ko có phần tra cứu tài khoản như dùng Tcb,17-04-21 11:39,3
10584,Nguyễn Cường,"App ngân hàng tệ nhất mà tôi từng biết. Đăng ký thì lằng nhằng. Cấp lại mật khẩu thì mất thời gian, lắm thủ tục. App đơ giật lag , load nửa ngày chưa xong. Phí tùm lum",25-10-21 21:45,1
10585,tôi ta,Dùng OK phết,19-02-21 17:36,5
10586,Lâm Trần Công,Quá tệ,30-07-21 20:42,1
10587,Thu Trăm,Tốt tốt tốt,31-08-21 10:31,5
10588,Văn Báu Nguyễn,digital bank kém mất khi xóa app và tải lại,05-06-21 18:29,1
10589,An Le,Từ hồi tui Sài cái áp này 2 năm nay chưa biết nhận được quà là j luôn,24-11-21 1:49,1
10590,Vlog LTK,cần khắc phục lỗi 1004 ngay,15-10-21 19:33,5
10591,Mạnh Trần,Tốt,03-07-21 8:43,2
10592,Ken Hậu,Chã hiểu sao người khác chuyển qua ứng dụng mb rồi mà chã thấy nhận được tiền trong khi tài khoản kia đã chuyển nữa tiến rồi.chã nhẽ bị mất luôn số tiền chuyển,07-05-21 21:10,1
10593,Ngân Phòng,Sao bảo đăng ký xong đc nhận 30k Đăng ký xong chả thấy j chỉ thấy 0₫. Mong app xem lại,14-11-21 21:00,3
10594,Kiên Võ Trung,OK,22-07-21 21:42,5
10595,Hai Buiduc,Qua là OK,10-10-21 7:40,5
10596,hai hoang,"Ứng dụng ngân hàng tệ nhất mình từng dùng ,vừa lag vừa rối mắt , cách sử dụng thì rắc rối",23-06-21 17:43,1
10597,Lâm Phạm,Nhiều lúc có việc cần ck mà ko vào đc app. Đêm xe hết xăng đi khắp tp vào tất cả các cây ko rút đc tiền .,16-11-21 11:37,1
10598,DongPhuong Vo,"Lúc đầu xài còn ok, thời gian gần đây liên tục cập nhật nhưng lại ko vào được ứng dụng, tgian covid này chủ yếu dùg app nhưg lại thế này thì khó xử lý côg việc mua bán ckhoan quá. Đề nghị ad xem lại. Tks",22-07-21 18:08,5
10599,Lê Bá Chinh,Tốt,24-05-21 12:06,5
10600,Luận Trần Công,MBbank báo lỗi thiết bị không tương thích trên vsmart aris. Mặc dù trước đó dùng bình thường và không có bất kỳ thay đổi nào trên điện thoại,03-09-21 19:53,1
10601,Bảo Văn Trần Nam,Thái độ tinh thần phục vụ rất tốt,19-10-21 22:11,5
10602,Mạnh Hưng Nguyễn,"Không thông báo cập nhật,cập nhật rất lâu, không chuyển khoản,được tự dưng mang tiếng đi lừa đảo 🤥",07-11-21 14:24,2
10603,08 Lê Minh Nguyên,Như cc,20-08-21 15:06,1
10604,ngoan anh,Tôi cũng chưa trải nghiệm bao giờ mong nhà phát hành sẽ không làm tôi thất vọng,05-12-21 16:22,4
10605,Nam Vạn,Ngân hàng rất tốt,06-09-21 23:57,5
10606,Ly Nt,"Vào mãi k đc hơi tức , đề nghị chỉnh sửa lại cho nó tốt hơn:)))))))",11-08-21 17:26,1
10607,Tươi Đỗ,Sao toàn quay tròn không vào được chán quá nhiều lỗi quá ngân hàng cần xem xét lại phần mềm,09-08-21 14:06,1
10608,Tuấn Trần,OK,26-11-21 20:24,5
10609,Nguyen Long,Đúng sản phẩm made in vn,12-12-21 15:58,1
10610,Mr Bon,Chất lượng quá kém,16-11-21 19:50,1
10611,Van Ly,Rất tuyệt vời nè 🌹🌹🌹🌹🌹,19-03-21 9:16,5
10612,HIEU TOKUDA,"Dùng 4g là không đăng nhập được, wifi thì vào được, không hiểu kiểu gì.",07-09-21 21:54,1
10613,Morgan Can,Cần thêm phần lịch sử giao dịch.,23-10-21 6:30,4
10614,khoa chu đức,Ứng dụng lỗi ko truy cập được,13-10-21 6:34,2
10615,Nguyễn Tuyết Mai,Ủa ad làm sao để kím điểm đổi quà z ad?,15-07-21 2:49,5
